"protein_name","mri_beta","mri_p","mri_adj_p_sig","ct1_beta","ct_p","ct_adj_p_sig","sig_both","estimate_pnpla3","p.value_pnpla3","pro_sig","estimate_tm6sf2","estimate_hsd17b13","p.value_tm6sf2","p.value_hsd17b13","t_sig","h_sig","gene_description","Liver","Expression_Category","level","estimate_hcc","p.value_hcc","estimate_cirr","p.value_cirr","CellType","enriched","estimate_bmi","p.value_bmi","estimate_alc","p.value_alc"
"tnfsf8",-0.0034103792037686,0.939342508402349,"no",0.204018343986135,4.77015291826223e-05,"no","no",0.0421294986670521,1.1449528101629e-08,"yes",0.0170837720078773,-0.00122728549673562,0.000274604005825542,0.876675866853225,"no","no","The protein encoded by this gene is a cytokine that belongs to the tumor necrosis factor (TNF) ligand family.
This cytokine is a ligand for TNFRSF8/CD30,
which is a cell surface antigen and a marker for Hodgkin lymphoma and related hematologic malignancies.
The engagement of this cytokine expressed on B cell surface plays an inhibitory role in modulating Ig class switch.
This cytokine was shown to enhance cell proliferation of some lymphoma cell lines,
while to induce cell death and reduce cell proliferation of other lymphoma cell lines.
The pleiotropic biologic activities of this cytokine on different CD30+ lymphoma cell lines may play a pathophysiologic role in Hodgkin's and some non-Hodgkin's lymphomas.
Two transcript variants encoding different isoforms have been found for this gene.
[provided by RefSeq,
Nov 2011].",0.171436,"Not expressed in liver","not expressed",1.55508740373921,6.20460852670262e-25,1.61290623557082,1.41718721680505e-85,"alpha-beta_T_Cells","Immune-enriched",1.06693868445933,1.16400254500026e-69,-0.272923469228949,5.16678424407658e-78
"tnip1",0.112230741144169,3.80454582242091e-11,"yes",0.0664009400363086,0.000526166070986109,"no","no",-0.00211483088851712,0.47555516825446,"no",-0.00135891660229169,0.000144564858167164,0.470381869541454,0.963681393348769,"no","no","This gene encodes an A20-binding protein which plays a role in autoimmunity and tissue homeostasis through the regulation of nuclear factor kappa-B activation.
Mutations in this gene have been associated with psoriatic arthritis,
rheumatoid arthritis,
and systemic lupus erythematosus.
Multiple transcript variants encoding different isoforms have been found for this gene.
[provided by RefSeq,
Nov 2011].",45.6714,"Broadly expressed","medium-low",-0.131451678013813,0.329712313082976,-0.223359313346941,0.00380298294922284,"Hepatocyte_5","Hepatocyte-enriched",0.374833027542969,5.66238939354536e-54,-0.0581685375902366,1.38916161075461e-23
"tnn",0.0434943481410291,0.226844590761461,"no",0.259588593806929,1.47744715333166e-10,"yes","no",0.0193933572206915,0.00142436351414248,"no",0.00164659769322985,0.000989511294203912,0.670312745403723,0.87925578099282,"no","no","",0.477329,"Not expressed in liver","not expressed",-0.129956504347594,0.629037868876668,0.654028981154272,1.1784833942362e-05,"Central_venous_LSECs","EC-enriched",1.076633587582,1.0001207728198e-103,-0.286979475446199,2.83338445073732e-127
"tnni3",0.00471074790201658,0.743044653731648,"no",-0.00160017619621848,0.920845638273793,"no","no",0.000929698351131431,0.739276965174905,"no",-0.00168976256229424,0.00370436831981011,0.342640624782599,0.215657233300103,"no","no","Troponin I (TnI),
along with troponin T (TnT) and troponin C (TnC),
is one of 3 subunits that form the troponin complex of the thin filaments of striated muscle.
TnI is the inhibitory subunit; blocking actin-myosin interactions and thereby mediating striated muscle relaxation.
The TnI subfamily contains three genes: TnI-skeletal-fast-twitch,
TnI-skeletal-slow-twitch,
and TnI-cardiac.
This gene encodes the TnI-cardiac protein and is exclusively expressed in cardiac muscle tissues.
Mutations in this gene cause familial hypertrophic cardiomyopathy type 7 (CMH7) and familial restrictive cardiomyopathy (RCM).
Troponin I is useful in making a diagnosis of heart failure,
and of ischemic heart disease.
An elevated level of troponin is also now used as indicator of acute myocardial injury in patients hospitalized with moderate/severe Coronavirus Disease 2019 (COVID-19).
Such elevation has also been associated with higher risk of mortality in cardiovascular disease patients hospitalized due to COVID-19.
[provided by RefSeq,
Aug 2020].
 Publication Note:  This RefSeq record includes a subset of the publications that are available for this gene.
Please see the Gene record to access additional publications.
 Evidence Data: Transcript exon combination: AK223451.1,
EU747720.1 [ECO:0000332]; RNAseq introns: single sample supports all introns SAMEA2151741,
SAMEA2154361 [ECO:0000348].
 RefSeq Attributes: coronavirus related: relevant for COVID-19 prognosis; MANE Ensembl match: ENST00000344887.10/ ENSP00000341838.5; RefSeq Select criteria: based on single protein-coding transcript.",0.290389,"Not expressed in liver","not expressed",-0.0461892635858967,0.704288309858393,0.211239832068959,0.00479046310944895,"Cholangiocytes","Cholangiocyte-enriched",0.153816976359678,1.47222531851194e-11,0.00519397319696065,0.342369703289072
"tnpo1",0.0153766005222194,0.71599956125089,"no",-0.0210300609707547,0.658105479944828,"no","no",-0.00291206642356003,0.704199818006382,"no",0.00427906950535329,-0.00729472409359184,0.380903828189152,0.374485202288628,"no","no","This gene encodes the beta subunit of the karyopherin receptor complex which interacts with nuclear localization signals to target nuclear proteins to the nucleus.
The karyopherin receptor complex is a heterodimer of an alpha subunit which recognizes the nuclear localization signal and a beta subunit which docks the complex at nucleoporins.
Alternate splicing of this gene results in several transcript variants encoding different proteins.
[provided by RefSeq,
Jun 2018].",7.11362,"Broadly expressed","low",-0.489160733095516,0.172074794042228,0.151814057935628,0.415210079828138,"Central_venous_LSECs","EC-enriched",-0.0907569776733182,0.149097012969248,-0.024140408644559,0.106225942192849
"tnr",-0.130744218161279,6.49136054219787e-06,"yes",-0.0840865841260311,0.00943575767039482,"no","no",0.0127570073291856,0.0175737306738246,"no",0.00201217153040104,0.00103782579503883,0.556396000785427,0.85691205230017,"no","no","This gene encodes a member of the tenascin family of extracellular matrix glycoproteins.
The encoded protein is restricted to the central nervous system.
The protein may play a role in neurite outgrowth,
neural cell adhesion and modulation of sodium channel function.
It is a constituent of perineuronal nets.
[provided by RefSeq,
Aug 2013].",0.0231216,"Not expressed in liver","not expressed",0.480349220509413,0.0388555905072908,0.284926593051308,0.0360933376151894,NA,NA,0.0524874665039508,0.231438045591978,-0.188748783498827,1.11069964045036e-72
"tnxb",-0.203038168405599,1.64394391164112e-05,"yes",-0.177552763043073,0.000757195512901043,"no","no",0.0375938773740868,2.75243177299269e-05,"no",-0.00153058923700323,-0.013320309517306,0.788924755915882,0.165847208252806,"no","no","This gene encodes a member of the tenascin family of extracellular matrix glycoproteins.
The tenascins have anti-adhesive effects,
as opposed to fibronectin which is adhesive.
This protein is thought to function in matrix maturation during wound healing,
and its deficiency has been associated with the connective tissue disorder Ehlers-Danlos syndrome.
This gene localizes to the major histocompatibility complex (MHC) class III region on chromosome 6.
It is one of four genes in this cluster which have been duplicated.
The duplicated copy of this gene is incomplete and is a pseudogene which is transcribed but does not encode a protein.
The structure of this gene is unusual in that it overlaps the CREBL1 and CYP21A2 genes at its 5' and 3' ends,
respectively.
Multiple transcript variants encoding different isoforms have been found for this gene.
[provided by RefSeq,
Jul 2008].",1.88157,"Broadly expressed","low",1.26409661291602,0.000134815758369393,1.47553031564681,7.00953214477007e-17,"Erythroid_Cells","Immune-enriched",-0.385054163186503,1.5592762638645e-07,-0.0150571099872145,0.393302989845368
"tomm20",0.15699886120751,7.82725159295139e-15,"yes",0.126117273249896,3.34396400213625e-08,"yes","yes",-0.00493623250780616,0.150083277712391,"no",0.000593891768545869,0.00184065710978202,0.785403171560517,0.616587664085194,"no","no","",31.506,"Broadly expressed","medium-low",-0.0222280122111928,0.883772822203317,0.200503711668431,0.0140460420153319,"Mature_B_Cells","Immune-enriched",0.698912580605138,3.22412702930672e-137,-0.0323400499203301,1.82869462236236e-06
"top1",0.0262001740966305,0.0518986171564936,"no",0.00525404233975164,0.727424094314766,"no","no",-0.0116457783468962,8.57202681057833e-07,"yes",-0.00396543916070159,-0.00228500164157291,0.00840013935590272,0.367085240656258,"no","no","This gene encodes a DNA topoisomerase,
an enzyme that controls and alters the topologic states of DNA during transcription.
This enzyme catalyzes the transient breaking and rejoining of a single strand of DNA which allows the strands to pass through one another,
thus altering the topology of DNA.
This gene is localized to chromosome 20 and has pseudogenes which reside on chromosomes 1 and 22.
[provided by RefSeq,
Jul 2008].
 Publication Note:  This RefSeq record includes a subset of the publications that are available for this gene.
Please see the Gene record to access additional publications.
 Evidence Data: Transcript exon combination: U07806.1,
SRR1660803.104236.1 [ECO:0000332]; RNAseq introns: single sample supports all introns SAMEA1965299,
SAMEA1966682 [ECO:0000348].
 RefSeq Attributes: MANE Ensembl match: ENST00000361337.3/ ENSP00000354522.2; RefSeq Select criteria: based on single protein-coding transcript.",20.1991,"Broadly expressed","medium-low",0.0265964353114519,0.795048644414307,-0.0224981150719036,0.698944576217236,"Erythroid_Cells","Immune-enriched",0.053355090923154,0.00589873556139686,-0.00209495586466112,0.650812671934213
"top1mt",-0.0221621074585211,0.454575218219496,"no",-0.027135114015816,0.416539640730667,"no","no",-0.000301495395042036,0.957359846945373,"no",0.00127745264789705,-0.00422397934969541,0.721819485889085,0.484448894233307,"no","no","This gene encodes a mitochondrial DNA topoisomerase that plays a role in the modification of DNA topology.
The encoded protein is a type IB topoisomerase and catalyzes the transient breaking and rejoining of DNA to relieve tension and DNA supercoiling generated in the mitochondrial genome during replication and transcription.
Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene.
[provided by RefSeq,
May 2012].",6.97161,"Broadly expressed","low",0.0438118468963524,0.857602402240202,-0.0244444492603506,0.865786212436009,"Erythroid_Cells","Immune-enriched",-0.077541659904233,0.0929559037227372,0.00225220150812806,0.839787700510449
"top2b",0.158033582271179,3.35354730501685e-15,"yes",0.143275943028349,2.48437681110892e-10,"yes","yes",-0.00362696647157537,0.285249596022384,"no",0.00156062070851586,0.00271915631480847,0.470552479175638,0.454585434247401,"no","no","This gene encodes a DNA topoisomerase,
an enzyme that controls and alters the topologic states of DNA during transcription.
This nuclear enzyme is involved in processes such as chromosome condensation,
chromatid separation,
and the relief of torsional stress that occurs during DNA transcription and replication.
It catalyzes the transient breaking and rejoining of two strands of duplex DNA which allows the strands to pass through one another,
thus altering the topology of DNA.
Two forms of this enzyme exist as likely products of a gene duplication event.
The gene encoding this form,
beta,
is localized to chromosome 3 and the alpha form is localized to chromosome 17.
The gene encoding this enzyme functions as the target for several anticancer agents and a variety of mutations in this gene have been associated with the development of drug resistance.
Reduced activity of this enzyme may also play a role in ataxia-telangiectasia.
Alternative splicing results in multiple transcript variants.
[provided by RefSeq,
Aug 2016].",15.1422,"Broadly expressed","medium-low",-0.0299816325269137,0.842279266368149,0.0210522713875788,0.804845601285314,"NK-like_Cells","Immune-enriched",0.86884399593889,3.58968306597791e-216,-0.0773291411996662,6.41587663680682e-31
"tor1aip1",0.165450718933809,4.22636509032122e-07,"yes",0.111515261487937,0.00193191407461117,"no","no",-0.00257065346188505,0.614838240235953,"no",-0.00416375250215591,-0.00381360458749277,0.200884572445927,0.486502938237582,"no","no","This gene encodes a type 2 integral membrane protein that binds A- and B-type lamins.
The encoded protein localizes to the inner nuclear membrane and may be involved in maintaining the attachment of the nuclear membrane to the nuclear lamina during cell division.
Alternate splicing results in multiple transcript variants.
[provided by RefSeq,
Apr 2016].",5.55699,"Broadly expressed","low",-0.386805969266831,0.144913215895581,0.0748522191736185,0.535159722575044,"Non-inflammatory_Macrophage","Immune-enriched",0.740049239126843,5.71365932260336e-70,-0.0569804029378877,1.58494676081786e-08
"tp53",0.139313567242662,2.18633522268482e-07,"yes",0.107106502413284,0.00035255786858442,"no","no",-0.00442954831877378,0.41394983510702,"no",0.00472874168350909,0.00495468821372221,0.171237828130052,0.393622521990285,"no","no","This gene encodes a tumor suppressor protein containing transcriptional activation,
DNA binding,
and oligomerization domains.
The encoded protein responds to diverse cellular stresses to regulate expression of target genes,
thereby inducing cell cycle arrest,
apoptosis,
senescence,
DNA repair,
or changes in metabolism.
Mutations in this gene are associated with a variety of human cancers,
including hereditary cancers such as Li-Fraumeni syndrome.
Alternative splicing of this gene and the use of alternate promoters result in multiple transcript variants and isoforms.
Additional isoforms have also been shown to result from the use of alternate translation initiation codons from identical transcript variants (PMIDs: 12032546,
20937277).
[provided by RefSeq,
Dec 2016].
 Publication Note:  This RefSeq record includes a subset of the publications that are available for this gene.
Please see the Gene record to access additional publications.
 Evidence Data: Transcript exon combination: DQ186651.1,
SRR14038191.875793.1 [ECO:0000332]; RNAseq introns: mixed sample support SAMEA1965299,
SAMEA1966682 [ECO:0006172].
 RefSeq Attributes: NMD candidate: PMID: 16131611,
16601753,
18289041.",6.86862,"Broadly expressed","low",-0.271091522269111,0.291854324234396,0.16760959236388,0.208368287904781,"Portal_endothelial_Cells","EC-enriched",0.789140760294714,4.56191183773155e-71,-0.0957721724371336,2.69621104793556e-19
"tp53bp1",0.0154682507454217,0.376826870554558,"no",0.0392023087357844,0.0474966821969502,"no","no",0.00286436370590633,0.360507652459651,"no",-0.00483249347786553,0.000232326344225715,0.0154746990261491,0.944808374214329,"no","no","This gene encodes a protein that functions in the DNA double-strand break repair pathway choice,
promoting non-homologous end joining (NHEJ) pathways,
and limiting homologous recombination.
This protein plays multiple roles in the DNA damage response,
including promoting checkpoint signaling following DNA damage,
acting as a scaffold for recruitment of DNA damage response proteins to damaged chromatin,
and promoting NHEJ pathways by limiting end resection following a double-strand break.
These roles are also important during V(D)J recombination,
class switch recombination and at unprotected telomeres.
Alternative splicing results in multiple transcript variants encoding different isoforms.
[provided by RefSeq,
Aug 2017].
 Sequence Note: This RefSeq record was created from transcript and genomic sequence data to make the sequence consistent with the reference genome assembly.
The genomic coordinates used for the transcript record were based on transcript alignments.
 Publication Note:  This RefSeq record includes a subset of the publications that are available for this gene.
Please see the Gene record to access additional publications.
 Evidence Data: Transcript exon combination: SRR14038191.175195.1,
SRR14038196.2475349.1 [ECO:0000332]; RNAseq introns: mixed sample support SAMEA1965299,
SAMEA1966682 [ECO:0006172].",2.2322,"Broadly expressed","low",0.171080130518253,0.190427530547324,0.0415293050966851,0.594497800646304,"Central_venous_LSECs","EC-enriched",-0.007254497492616,0.777879471263554,-0.0833523809220971,8.04288400350641e-43
"tp53i3",0.275495512984965,7.30259142864147e-20,"yes",0.19260066814096,1.2570526542974e-08,"yes","yes",0.0144404494285576,0.00486285244468936,"no",0.00377281180943487,-0.00558000582675398,0.247923753860663,0.310045055411916,"no","no","The protein encoded by this gene is similar to oxidoreductases,
which are enzymes involved in cellular responses to oxidative stresses and irradiation.
This gene is induced by the tumor suppressor p53 and is thought to be involved in p53-mediated cell death.
It contains a p53 consensus binding site in its promoter region and a downstream pentanucleotide microsatellite sequence.
P53 has been shown to transcriptionally activate this gene by interacting with the downstream pentanucleotide microsatellite sequence.
The microsatellite is polymorphic,
with a varying number of pentanucleotide repeats directly correlated with the extent of transcriptional activation by p53.
It has been suggested that the microsatellite polymorphism may be associated with differential susceptibility to cancer.
Alternatively spliced transcript variants encoding different isoforms have been found for this gene.
[provided by RefSeq,
May 2011].",5.66245,"Broadly expressed","low",0.610828329039676,0.00391637613038674,0.773469047260806,2.80094885800157e-12,"Cholangiocytes","Cholangiocyte-enriched",1.05947076939776,2.69080441246023e-141,-0.0910898810485954,1.64893342600316e-19
"tp53inp1",-0.0432081508589793,0.246412152859062,"no",-0.02290245559871,0.578348080511036,"no","no",0.00161247511972356,0.828062450827945,"no",0.00778037290640234,-0.00591596689366244,0.100167747585101,0.456877944046986,"no","no","",51.5829,"Broadly expressed","medium-low",-0.498363862483523,0.253777317771906,-0.408534296440844,0.0898011022831287,"Hepatocyte_4","Hepatocyte-enriched",-0.183603518072692,0.00242793130497219,-0.01187028849044,0.408051611173731
"tp73",-0.0776140973917682,0.0939306315066075,"no",-0.0176459327124965,0.734168589640266,"no","no",0.00223252910882129,0.780610530765206,"no",0.00538231971524889,0.00431725977576601,0.290901472818048,0.615057863630015,"no","no","This gene encodes a member of the p53 family of transcription factors involved in cellular responses to stress and development.
It maps to a region on chromosome 1p36 that is frequently deleted in neuroblastoma and other tumors,
and thought to contain multiple tumor suppressor genes.
The demonstration that this gene is monoallelically expressed (likely from the maternal allele),
supports the notion that it is a candidate gene for neuroblastoma.
Many transcript variants resulting from alternative splicing and/or use of alternate promoters have been found for this gene,
but the biological validity and the full-length nature of some variants have not been determined.
[provided by RefSeq,
Feb 2011].",0.0906901,"Not expressed in liver","not expressed",0.0569860285794885,0.8708885718609,0.202597696628775,0.302653076216013,"Plasma_Cells","Immune-enriched",-0.14930048516898,0.0230641146219551,-0.00922107228864628,0.555908856974834
"tpbgl",-0.0743379968335541,0.0472144306448587,"no",-0.0167512641227441,0.690046510552689,"no","no",-0.00753377895429951,0.256094809578262,"no",0.00160329187866876,-0.00555851378353868,0.70384637456754,0.434035607038954,"no","no","",0.0658122,"Not expressed in liver","not expressed",0.126098223807442,0.636639109740449,-0.0739217342010264,0.662757658835883,NA,NA,-0.236650682421712,1.33138543085046e-05,-0.0313792964937981,0.0143380476053912
"tpd52l2",0.0846194348913962,8.10143854999104e-09,"yes",0.0647997325904156,8.4952024316402e-05,"no","no",-0.00475704767414139,0.0583973213244869,"no",-0.00119863367097108,0.00197980574859305,0.453854394542042,0.462440108019706,"no","no","This gene encodes a member of the tumor protein D52-like family.
These proteins are characterized by an N-terminal coiled-coil motif that is used to form homo- and heteromeric complexes with other tumor protein D52-like proteins.
Expression of this gene may be a marker for breast cancer and acute lymphoblastic leukemia.
Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene,
and a pseudogene of this gene is located on the long arm of chromosome 12.
[provided by RefSeq,
Aug 2011].",33.7909,"Broadly expressed","medium-low",-0.190504323938496,0.0777393209614206,-0.112238235455891,0.0648272141788321,"Inflammatory_Macrophage","Immune-enriched",0.306142323656681,4.05974155800429e-50,-0.0127520072669416,0.00974907450684157
"tpk1",0.169382161538938,0.00265276577153879,"no",0.273905699480531,1.44084260925215e-05,"yes","no",0.0216139572804098,0.0238807417106299,"no",0.0127735319555585,-0.00434008005279133,0.0357867152595693,0.672152329720043,"no","no","The protein encoded by this gene functions as a homodimer and catalyzes the conversion of thiamine to thiamine pyrophosphate,
a cofactor for some enzymes of the glycolytic and energy production pathways.
Defects in this gene are a cause of thiamine metabolism dysfunction syndrome-5.
[provided by RefSeq,
Apr 2017].",1.18181,"Broadly expressed","low",0.442213754795587,0.288624973068324,0.616674909353993,0.0083526473642529,"Non-inflammatory_Macrophage","Immune-enriched",0.31404238176603,6.38870908586301e-05,-0.274251485453204,1.34236915068836e-47
"tpm3",0.00612203761799837,0.861151411629658,"no",0.0371341947471694,0.342404228100281,"no","no",0.0066033407954288,0.289595915098724,"no",0.000196996657698615,-0.00779926625712154,0.96033773183645,0.243345600610208,"no","no","This gene encodes a member of the tropomyosin family of actin-binding proteins.
Tropomyosins are dimers of coiled-coil proteins that provide stability to actin filaments and regulate access of other actin-binding proteins.
Mutations in this gene result in autosomal dominant nemaline myopathy and other muscle disorders.
This locus is involved in translocations with other loci,
including anaplastic lymphoma receptor tyrosine kinase (ALK) and neurotrophic tyrosine kinase receptor type 1 (NTRK1),
which result in the formation of fusion proteins that act as oncogenes.
There are numerous pseudogenes for this gene on different chromosomes.
Alternative splicing results in multiple transcript variants.
[provided by RefSeq,
May 2013].",17.8998,"Broadly expressed","medium-low",0.0998366582745724,0.701388923848511,0.450945603066042,0.000105218164354073,"Non-inflammatory_Macrophage","Immune-enriched",0.181419027761274,0.000398300459177456,0.0330141578273546,0.00705242582037244
"tpmt",0.0103071484995626,0.540552062557937,"no",0.0280030928803463,0.139337948840155,"no","no",-0.00378680083076886,0.238462531767392,"no",-0.00333965450757982,-0.000899681657773333,0.102888220421932,0.793744213635008,"no","no","This gene encodes the enzyme that metabolizes thiopurine drugs via S-adenosyl-L-methionine as the S-methyl donor and S-adenosyl-L-homocysteine as a byproduct.
Thiopurine drugs such as 6-mercaptopurine are used as chemotherapeutic agents.
Genetic polymorphisms that affect this enzymatic activity are correlated with variations in sensitivity and toxicity to such drugs within individuals,
causing thiopurine S-methyltransferase deficiency.
Related pseudogenes have been identified on chromosomes 3,
18 and X.
[provided by RefSeq,
Aug 2014].
 Publication Note:  This RefSeq record includes a subset of the publications that are available for this gene.
Please see the Gene record to access additional publications.
 Evidence Data: Transcript exon combination: SRR14038193.1160053.1,
S62904.1 [ECO:0000332]; RNAseq introns: mixed sample support SAMEA1965299,
SAMEA1966682 [ECO:0006172].
 RefSeq Attributes: MANE Ensembl match: ENST00000309983.5/ ENSP00000312304.4; RefSeq Select criteria: based on manual assertion,
conservation,
expression,
longest protein.",27.2287,"Broadly expressed","medium-low",-0.0481551692566772,0.753868850573893,-0.0979140336676793,0.250400962120506,"Hepatocyte_6","Hepatocyte-enriched",-0.0127215185957899,0.628446065270918,-0.0141923483722513,0.0236065395836055
"tpp1",0.366887548530109,3.84084756647785e-40,"yes",0.287758773219935,2.15462945707719e-20,"yes","yes",0.0210865823175251,2.34914656984417e-05,"no",0.02974192376332,0.00148420791292681,7.87694675612667e-21,0.781183781168254,"yes","no","This gene encodes a member of the sedolisin family of serine proteases.
The protease functions in the lysosome to cleave N-terminal tripeptides from substrates,
and has weaker endopeptidase activity.
It is synthesized as a catalytically-inactive enzyme which is activated and auto-proteolyzed upon acidification.
Mutations in this gene result in late-infantile neuronal ceroid lipofuscinosis,
which is associated with the failure to degrade specific neuropeptides and a subunit of ATP synthase in the lysosome.
[provided by RefSeq,
Jul 2008].
 Publication Note:  This RefSeq record includes a subset of the publications that are available for this gene.
Please see the Gene record to access additional publications.
 Evidence Data: Transcript exon combination: SRR1803616.99248.1,
SRR1803617.135364.1 [ECO:0000332]; RNAseq introns: mixed sample support SAMEA1965299,
SAMEA1966682 [ECO:0006172].
 RefSeq Attributes: MANE Ensembl match: ENST00000299427.12/ ENSP00000299427.6; RefSeq Select criteria: based on single protein-coding transcript.",33.9604,"Broadly expressed","medium-low",1.03430533125437,1.87364895871762e-17,1.08965458185716,1.8949796963556e-62,"Non-inflammatory_Macrophage","Immune-enriched",1.50391625413345,2.546246851055e-300,0.171273467165179,1.09446313083398e-70
"tppp2",0.0196677914963142,0.324374683918507,"no",0.00862467665496304,0.702601923303837,"no","no",-0.00477154532677029,0.161336976120169,"no",0.00132441700987018,0.000593239594793282,0.541470488088772,0.870827800506364,"no","no","",2.22893,"Semi-specific","low",0.0518657321084997,0.719949317743011,-0.00648301121118564,0.940788713884762,"Hepatocyte_4","Hepatocyte-enriched",0.0397620406553035,0.154544580569222,-0.000994264281319182,0.882072080225666
"tppp3",0.0304378183573213,0.28857325285013,"no",0.0930872170669208,0.00379234132865502,"no","no",-0.00120879542853639,0.839711354298977,"no",-0.00122289798403374,-0.0075144264054116,0.748150677944411,0.24040616424412,"no","no","",0.856179,"Broadly expressed","low",0.247947611527017,0.255261964223289,0.0642338522222184,0.658722401148449,"Hepatic_Stellate_Cells","Stellate cells-enriched",0.743917662265026,1.16693352774028e-52,0.0122308180503222,0.293569592572715
"tpr",0.253513764169395,1.24925508029402e-13,"yes",0.220590543672857,2.70542862527958e-09,"yes","yes",0.0125437355018838,0.0212202938498491,"no",-0.00350310575713502,-0.01039290786426,0.311148041265543,0.074987929754863,"no","no","This gene encodes a large coiled-coil protein that forms intranuclear filaments attached to the inner surface of nuclear pore complexes (NPCs).
The protein directly interacts with several components of the NPC.
It is required for the nuclear export of mRNAs and some proteins.
Oncogenic fusions of the 5' end of this gene with several different kinase genes occur in some neoplasias.
[provided by RefSeq,
Jul 2008].
 Publication Note:  This RefSeq record includes a subset of the publications that are available for this gene.
Please see the Gene record to access additional publications.
 Evidence Data: Transcript exon combination: U69668.1,
SRR14038197.730469.1 [ECO:0000332].
 RefSeq Attributes: MANE Ensembl match: ENST00000367478.9/ ENSP00000356448.3; RefSeq Select criteria: based on single protein-coding transcript.",9.65061,"Broadly expressed","low",0.437615186324215,0.00152159903078337,0.374603390202038,1.04506437951726e-05,"gamma-delta_T_Cells_2","Immune-enriched",1.11657080096838,2.84276353830388e-138,-0.0649452337926205,2.14767017432148e-09
"tprkb",0.0352748615117721,0.158349540710253,"no",-0.00674559342181869,0.812984783879046,"no","no",0.00164966314385571,0.698768100091544,"no",0.000135585069290004,-0.00306719738930384,0.960133995060352,0.501856829734534,"no","no","",9.04771,"Broadly expressed","low",-0.125613905624,0.550026962321736,0.0199130876882743,0.848189499893564,"Portal_endothelial_Cells","EC-enriched",-0.00521510492508111,0.881225175287524,-0.0172173659586974,0.0386719685342111
"tpsab1",0.0285980219023893,0.2013869995584,"no",0.0843542833998672,0.000759726159602765,"no","no",0.0011731024801336,0.788594284928275,"no",0.000660178028523667,-0.00432320667054877,0.812656111690438,0.356222075588881,"no","no","Tryptases comprise a family of trypsin-like serine proteases,
the peptidase family S1.
Tryptases are enzymatically active only as heparin-stabilized tetramers,
and they are resistant to all known endogenous proteinase inhibitors.
Several tryptase genes are clustered on chromosome 16p13.3.
These genes are characterized by several distinct features.
They have a highly conserved 3' UTR and contain tandem repeat sequences at the 5' flank and 3' UTR which are thought to play a role in regulation of the mRNA stability.
These genes have an intron immediately upstream of the initiator Met codon,
which separates the site of transcription initiation from protein coding sequence.
This feature is characteristic of tryptases but is unusual in other genes.
The alleles of this gene exhibit an unusual amount of sequence variation,
such that the alleles were once thought to represent two separate genes,
alpha and beta 1.
Beta tryptases appear to be the main isoenzymes expressed in mast cells; whereas in basophils,
alpha tryptases predominate.
Tryptases have been implicated as mediators in the pathogenesis of asthma and other allergic and inflammatory disorders.
[provided by RefSeq,
Jul 2008].
 Publication Note:  This RefSeq record includes a subset of the publications that are available for this gene.
Please see the Gene record to access additional publications.
 Evidence Data: Transcript exon combination: GQ891538.1,
ERR279844.60.1 [ECO:0000332]; RNAseq introns: single sample supports all introns SAMEA1968540,
SAMEA2142348 [ECO:0000348].
 RefSeq Attributes: MANE Ensembl match: ENST00000338844.8/ ENSP00000343577.3; RefSeq Select criteria: based on single protein-coding transcript.",2.32536,"Broadly expressed","low",0.330340946896915,0.0934363863058696,0.185272995500415,0.0948140377756372,"alpha-beta_T_Cells","Immune-enriched",0.513619860704888,7.70040674578846e-47,-0.0702005081370212,1.22704691418204e-16
"tpsd1",-0.0839981629909884,0.0386679601697217,"no",0.06082752081617,0.182105496757637,"no","no",0.000232230670643319,0.974333726547542,"no",0.0105187303176205,0.0001128073400668,0.0218174824483308,0.988356181655355,"no","no","Tryptases comprise a family of trypsin-like serine proteases,
the peptidase family S1.
Tryptases are enzymatically active only as heparin-stabilized tetramers,
and they are resistant to all known endogenous proteinase inhibitors.
Several tryptase genes are clustered on chromosome 16p13.3.
These genes are characterized by several distinct features.
They have a highly conserved 3' UTR and contain tandem repeat sequences at the 5' flank and 3' UTR which are thought to play a role in regulation of the mRNA stability.
Although this gene may be an exception,
most of the tryptase genes have an intron immediately upstream of the initiator Met codon,
which separates the site of transcription initiation from protein coding sequence.
This feature is characteristic of tryptases but is unusual in other genes.
Tryptases have been implicated as mediators in the pathogenesis of asthma and other allergic and inflammatory disorders.
This gene was once considered to be a pseudogene,
although it is now believed to be a functional gene that encodes a protein.
[provided by RefSeq,
Jul 2008].
 Publication Note:  This RefSeq record includes a subset of the publications that are available for this gene.
Please see the Gene record to access additional publications.
 Evidence Data: Transcript exon combination: BC069143.1 [ECO:0000332]; RNAseq introns: single sample supports all introns SAMEA1968540,
SAMEA2142348 [ECO:0000348].
 RefSeq Attributes: MANE Ensembl match: ENST00000211076.5/ ENSP00000211076.3; RefSeq Select criteria: based on single protein-coding transcript.",0.171816,"Not expressed in liver","not expressed",0.0683498943243879,0.819451533089683,0.140003627935067,0.395901061972122,NA,NA,0.471285580249225,1.73803429337837e-15,-0.0378501832120254,0.00722315866463733
